#HSPC_H3K27Ac_peaks Enhancers
#Created from /broad/sankaranlab/xliao/MPN/HSPC_H3K27Ac/Jianxu/rose_o/HSPC_H3K27Ac_peaks_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by HSPC_H3K27Ac.no_duplicates.bam
#Using cutoff of 9730.1403 for Super-Enhancers
#Created on Sep 29 2019 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HSPC_H3K27Ac.no_duplicates.bam	enhancerRank	isSuper
2_HSPC_H3K27Ac_peak_21977_lociStitched	chr15	48253357	48254717	2	761	1661.24	7104	0
2_HSPC_H3K27Ac_peak_22191_lociStitched	chr15	55616235	55620210	2	433	1661.1525	7105	0
3_HSPC_H3K27Ac_peak_3173_lociStitched	chr1	98314851	98316369	3	1107	1660.3884	7106	0
3_HSPC_H3K27Ac_peak_15889_lociStitched	chr12	66355494	66366339	3	653	1660.3695	7107	0
2_HSPC_H3K27Ac_peak_34344_lociStitched	chr19	51830810	51843063	2	837	1660.2815	7108	0
3_HSPC_H3K27Ac_peak_30427_lociStitched	chr18	8988759	8997101	3	1133	1660.058	7109	0
3_HSPC_H3K27Ac_peak_8476_lociStitched	chr10	60109526	60111381	3	1283	1659.854	7110	0
2_HSPC_H3K27Ac_peak_29700_lociStitched	chr17	74175863	74187634	2	477	1659.711	7111	0
3_HSPC_H3K27Ac_peak_60315_lociStitched	chr7	28278607	28280503	3	1272	1659.1896	7112	0
2_HSPC_H3K27Ac_peak_21701_lociStitched	chr15	40407835	40410962	2	801	1659.1862	7113	0
2_HSPC_H3K27Ac_peak_56472_lociStitched	chr6	25404353	25405537	2	1124	1659.0208	7114	0
3_HSPC_H3K27Ac_peak_15326_lociStitched	chr12	51089561	51101564	3	634	1658.8146	7115	0
2_HSPC_H3K27Ac_peak_46539_lociStitched	chr3	57776718	57778866	2	661	1657.8264	7116	0
3_HSPC_H3K27Ac_peak_69165_lociStitched	chr9	141118356	141129304	3	744	1657.5272	7117	0
2_HSPC_H3K27Ac_peak_33502_lociStitched	chr19	38734300	38744387	2	547	1656.2854	7118	0
2_HSPC_H3K27Ac_peak_50321_lociStitched	chr4	55808101	55812140	2	678	1655.99	7119	0
2_HSPC_H3K27Ac_peak_19771_lociStitched	chr14	52339957	52351768	2	1249	1655.9022	7120	0
2_HSPC_H3K27Ac_peak_3113_lociStitched	chr1	94557153	94558733	2	1364	1655.84	7121	0
2_HSPC_H3K27Ac_peak_45467_lociStitched	chr3	24341443	24347907	2	734	1655.4304	7122	0
2_HSPC_H3K27Ac_peak_59964_lociStitched	chr7	10383061	10396389	2	1355	1655.3376	7123	0
2_HSPC_H3K27Ac_peak_15369_lociStitched	chr12	51789273	51798101	2	451	1655.25	7124	0
1_HSPC_H3K27Ac_peak_29414_lociStitched	chr17	67088610	67089971	1	1362	1655.2482	7125	0
2_HSPC_H3K27Ac_peak_54343_lociStitched	chr5	136899501	136900684	2	1106	1655.1353	7126	0
3_HSPC_H3K27Ac_peak_54811_lociStitched	chr5	150113684	150115187	3	1368	1655.1036	7127	0
2_HSPC_H3K27Ac_peak_64233_lociStitched	chr8	59747187	59755372	2	893	1655.007	7128	0
3_HSPC_H3K27Ac_peak_5541_lociStitched	chr1	195876922	195885273	3	1303	1654.3331	7129	0
2_HSPC_H3K27Ac_peak_55168_lociStitched	chr5	171505022	171506440	2	940	1654.2388	7130	0
3_HSPC_H3K27Ac_peak_19752_lociStitched	chr14	51471910	51474397	3	806	1653.1089	7131	0
2_HSPC_H3K27Ac_peak_63740_lociStitched	chr8	29513603	29523152	2	585	1652.9319	7132	0
2_HSPC_H3K27Ac_peak_68398_lociStitched	chr9	129185736	129191283	2	914	1652.4513	7133	0
3_HSPC_H3K27Ac_peak_13052_lociStitched	chr11	98458435	98472436	3	1573	1652.118	7134	0
2_HSPC_H3K27Ac_peak_1472_lociStitched	chr1	32816584	32817743	2	985	1650.8796	7135	0
2_HSPC_H3K27Ac_peak_64832_lociStitched	chr8	97832700	97842285	2	557	1650.537	7136	0
3_HSPC_H3K27Ac_peak_63965_lociStitched	chr8	41998059	42000112	3	1294	1649.9961	7137	0
2_HSPC_H3K27Ac_peak_61294_lociStitched	chr7	74595537	74596351	2	721	1649.4082	7138	0
1_HSPC_H3K27Ac_peak_27059_lociStitched	chr17	8279364	8280029	1	666	1649.2665	7139	0
2_HSPC_H3K27Ac_peak_15121_lociStitched	chr12	46943367	46956092	2	714	1649.16	7140	0
2_HSPC_H3K27Ac_peak_53137_lociStitched	chr5	68795752	68805568	2	529	1649.088	7141	0
3_HSPC_H3K27Ac_peak_67768_lociStitched	chr9	107876506	107878603	3	1294	1649.0808	7142	0
2_HSPC_H3K27Ac_peak_45335_lociStitched	chr3	17771214	17774957	2	655	1648.7915	7143	0
1_HSPC_H3K27Ac_peak_17182_lociStitched	chr12	123430924	123432347	1	1424	1648.4032	7144	0
2_HSPC_H3K27Ac_peak_11253_lociStitched	chr11	35233880	35234795	2	732	1648.098	7145	0
2_HSPC_H3K27Ac_peak_48085_lociStitched	chr3	149189497	149199017	2	538	1647.912	7146	0
2_HSPC_H3K27Ac_peak_62661_lociStitched	chr7	140206608	140208420	2	1188	1647.8328	7147	0
2_HSPC_H3K27Ac_peak_35811_lociStitched	chr2	41962783	41964171	2	1246	1647.6948	7148	0
1_HSPC_H3K27Ac_peak_61326_lociStitched	chr7	75164529	75165483	1	955	1647.558	7149	0
2_HSPC_H3K27Ac_peak_56397_lociStitched	chr6	22142304	22154020	2	1047	1647.2696	7150	0
2_HSPC_H3K27Ac_peak_53200_lociStitched	chr5	70298381	70299605	2	888	1646.892	7151	0
2_HSPC_H3K27Ac_peak_68928_lociStitched	chr9	137366533	137368347	2	1213	1646.3864	7152	0
2_HSPC_H3K27Ac_peak_36233_lociStitched	chr2	58914263	58926476	2	514	1646.3124	7153	0
1_HSPC_H3K27Ac_peak_27220_lociStitched	chr17	15493215	15494016	1	802	1646.2953	7154	0
2_HSPC_H3K27Ac_peak_49104_lociStitched	chr3	193629115	193630673	2	1248	1646.027	7155	0
1_HSPC_H3K27Ac_peak_46894_lociStitched	chr3	87908011	87909010	1	1000	1645.8525	7156	0
3_HSPC_H3K27Ac_peak_65264_lociStitched	chr8	121095324	121096887	3	1177	1645.6827	7157	0
1_HSPC_H3K27Ac_peak_63751_lociStitched	chr8	29647600	29649089	1	1490	1645.1961	7158	0
1_HSPC_H3K27Ac_peak_52762_lociStitched	chr5	49726509	49727179	1	671	1645.185	7159	0
2_HSPC_H3K27Ac_peak_20992_lociStitched	chr14	100437740	100438981	2	855	1645.0696	7160	0
2_HSPC_H3K27Ac_peak_29013_lociStitched	chr17	56736652	56744807	2	953	1644.8635	7161	0
2_HSPC_H3K27Ac_peak_11462_lociStitched	chr11	47025749	47026784	2	832	1644.615	7162	0
2_HSPC_H3K27Ac_peak_66363_lociStitched	chr9	27491634	27500454	2	674	1644.048	7163	0
3_HSPC_H3K27Ac_peak_35692_lociStitched	chr2	37781500	37783172	3	791	1643.4088	7164	0
3_HSPC_H3K27Ac_peak_63806_lociStitched	chr8	32775609	32786063	3	1241	1643.3688	7165	0
2_HSPC_H3K27Ac_peak_16193_lociStitched	chr12	89777830	89787501	2	661	1643.1029	7166	0
2_HSPC_H3K27Ac_peak_39370_lociStitched	chr2	201532304	201538921	2	693	1643.0011	7167	0
1_HSPC_H3K27Ac_peak_1536_lociStitched	chr1	33861718	33863062	1	1345	1642.6368	7168	0
1_HSPC_H3K27Ac_peak_24276_lociStitched	chr16	10922190	10923317	1	1128	1641.9263	7169	0
HSPC_H3K27Ac_peak_29560	chr17	72775474	72776076	1	603	1641.353	7170	0
1_HSPC_H3K27Ac_peak_28082_lociStitched	chr17	36571196	36572361	1	1166	1641.252	7171	0
2_HSPC_H3K27Ac_peak_31626_lociStitched	chr19	609245	611494	2	1024	1641.0953	7172	0
2_HSPC_H3K27Ac_peak_44902_lociStitched	chr3	4737458	4746483	2	437	1640.745	7173	0
1_HSPC_H3K27Ac_peak_59869_lociStitched	chr7	6065670	6066952	1	1283	1639.9344	7174	0
2_HSPC_H3K27Ac_peak_56729_lociStitched	chr6	30119142	30121149	2	904	1639.719	7175	0
3_HSPC_H3K27Ac_peak_9856_lociStitched	chr10	111674533	111676175	3	1291	1639.7012	7176	0
2_HSPC_H3K27Ac_peak_63958_lociStitched	chr8	41879104	41891205	2	457	1639.6855	7177	0
3_HSPC_H3K27Ac_peak_44613_lociStitched	chr22	45059467	45060761	3	1136	1639.3686	7178	0
3_HSPC_H3K27Ac_peak_49938_lociStitched	chr4	36257158	36269794	3	1370	1638.8892	7179	0
3_HSPC_H3K27Ac_peak_46677_lociStitched	chr3	67068648	67081552	3	963	1638.808	7180	0
3_HSPC_H3K27Ac_peak_18659_lociStitched	chr13	80376987	80387663	3	716	1638.766	7181	0
2_HSPC_H3K27Ac_peak_9942_lociStitched	chr10	115140954	115142453	2	1165	1638.2571	7182	0
3_HSPC_H3K27Ac_peak_59229_lociStitched	chr6	154725060	154735684	3	1040	1638.2208	7183	0
2_HSPC_H3K27Ac_peak_57299_lociStitched	chr6	39960589	39967916	2	1073	1637.5845	7184	0
2_HSPC_H3K27Ac_peak_46870_lociStitched	chr3	81793531	81802935	2	574	1637.2364	7185	0
2_HSPC_H3K27Ac_peak_14390_lociStitched	chr12	10018048	10019778	2	603	1637.099	7186	0
3_HSPC_H3K27Ac_peak_65381_lociStitched	chr8	125434743	125438881	3	1219	1636.9928	7187	0
2_HSPC_H3K27Ac_peak_47696_lociStitched	chr3	129812299	129813407	2	966	1636.9592	7188	0
2_HSPC_H3K27Ac_peak_47578_lociStitched	chr3	128417016	128417814	2	727	1635.7404	7189	0
2_HSPC_H3K27Ac_peak_34340_lociStitched	chr19	51748658	51749873	2	865	1634.904	7190	0
3_HSPC_H3K27Ac_peak_20037_lociStitched	chr14	64676680	64688005	3	954	1633.065	7191	0
2_HSPC_H3K27Ac_peak_61994_lociStitched	chr7	104854389	104865889	2	811	1633	7192	0
2_HSPC_H3K27Ac_peak_5888_lociStitched	chr1	205634627	205638616	2	516	1632.6977	7193	0
1_HSPC_H3K27Ac_peak_42941_lociStitched	chr21	43353366	43354083	1	718	1632.609	7194	0
3_HSPC_H3K27Ac_peak_11720_lociStitched	chr11	60156654	60158161	3	1048	1632.3824	7195	0
2_HSPC_H3K27Ac_peak_6017_lociStitched	chr1	207744807	207746625	2	1054	1632.2004	7196	0
2_HSPC_H3K27Ac_peak_17429_lociStitched	chr12	132548179	132551565	2	807	1632.052	7197	0
3_HSPC_H3K27Ac_peak_6130_lociStitched	chr1	212102547	212112498	3	1125	1631.964	7198	0
1_HSPC_H3K27Ac_peak_47550_lociStitched	chr3	128202643	128203243	1	601	1631.88	7199	0
4_HSPC_H3K27Ac_peak_49052_lociStitched	chr3	188756761	188758769	4	1343	1631.0984	7200	0
3_HSPC_H3K27Ac_peak_20193_lociStitched	chr14	69310343	69330064	3	1008	1630.9267	7201	0
3_HSPC_H3K27Ac_peak_49599_lociStitched	chr4	6808691	6810473	3	1012	1630.8864	7202	0
1_HSPC_H3K27Ac_peak_47627_lociStitched	chr3	128914129	128915210	1	1082	1629.9318	7203	0
2_HSPC_H3K27Ac_peak_49197_lociStitched	chr3	194941922	194943095	2	1101	1629.7662	7204	0
2_HSPC_H3K27Ac_peak_51831_lociStitched	chr4	164512492	164513977	2	1149	1629.4905	7205	0
2_HSPC_H3K27Ac_peak_656_lociStitched	chr1	16499863	16503180	2	690	1628.9787	7206	0
2_HSPC_H3K27Ac_peak_38089_lociStitched	chr2	129411635	129412701	2	966	1628.848	7207	0
2_HSPC_H3K27Ac_peak_68746_lociStitched	chr9	134177943	134186378	2	566	1628.7985	7208	0
2_HSPC_H3K27Ac_peak_24713_lociStitched	chr16	21656556	21661561	2	507	1628.627	7209	0
2_HSPC_H3K27Ac_peak_67038_lociStitched	chr9	78751812	78759483	2	798	1628.5533	7210	0
2_HSPC_H3K27Ac_peak_16452_lociStitched	chr12	102216955	102218903	2	531	1628.1384	7211	0
2_HSPC_H3K27Ac_peak_51271_lociStitched	chr4	120154851	120166204	2	1070	1628.0202	7212	0
3_HSPC_H3K27Ac_peak_51520_lociStitched	chr4	142273618	142274836	3	952	1625.0556	7213	0
2_HSPC_H3K27Ac_peak_45369_lociStitched	chr3	18153415	18155644	2	986	1624.941	7214	0
2_HSPC_H3K27Ac_peak_50985_lociStitched	chr4	99782499	99794848	2	603	1623.8935	7215	0
2_HSPC_H3K27Ac_peak_35344_lociStitched	chr2	26129125	26139815	2	833	1622.742	7216	0
3_HSPC_H3K27Ac_peak_67693_lociStitched	chr9	102342080	102353363	3	1019	1622.4954	7217	0
2_HSPC_H3K27Ac_peak_65813_lociStitched	chr8	142550064	142551380	2	854	1622.3648	7218	0
2_HSPC_H3K27Ac_peak_27282_lociStitched	chr17	16739137	16749159	2	1069	1621.5596	7219	0
2_HSPC_H3K27Ac_peak_1315_lociStitched	chr1	28718403	28721980	2	842	1620.7387	7220	0
2_HSPC_H3K27Ac_peak_63868_lociStitched	chr8	37991106	37992147	2	769	1620.5247	7221	0
3_HSPC_H3K27Ac_peak_70667_lociStitched	chrX	118752114	118753628	3	949	1620.2828	7222	0
2_HSPC_H3K27Ac_peak_48146_lociStitched	chr3	150982474	150983898	2	806	1620.2272	7223	0
1_HSPC_H3K27Ac_peak_43221_lociStitched	chr21	47788504	47789438	1	935	1619.9296	7224	0
2_HSPC_H3K27Ac_peak_17763_lociStitched	chr13	30681085	30689257	2	1240	1619.6904	7225	0
3_HSPC_H3K27Ac_peak_493_lociStitched	chr1	11287852	11297606	3	1190	1619.164	7226	0
2_HSPC_H3K27Ac_peak_11370_lociStitched	chr11	45101370	45102404	2	973	1619.0372	7227	0
3_HSPC_H3K27Ac_peak_18521_lociStitched	chr13	72185081	72188062	3	810	1618.9811	7228	0
1_HSPC_H3K27Ac_peak_55117_lociStitched	chr5	169760421	169760994	1	574	1618.7823	7229	0
2_HSPC_H3K27Ac_peak_38711_lociStitched	chr2	169820956	169832938	2	540	1618.7682	7230	0
2_HSPC_H3K27Ac_peak_56277_lociStitched	chr6	17884325	17885712	2	1288	1618.7677	7231	0
2_HSPC_H3K27Ac_peak_24933_lociStitched	chr16	28476169	28477677	2	916	1618.5364	7232	0
2_HSPC_H3K27Ac_peak_1723_lociStitched	chr1	39512510	39514110	2	996	1618.08	7233	0
2_HSPC_H3K27Ac_peak_22543_lociStitched	chr15	66110744	66112207	2	911	1617.6391	7234	0
2_HSPC_H3K27Ac_peak_19393_lociStitched	chr14	24796374	24798436	2	945	1617.639	7235	0
2_HSPC_H3K27Ac_peak_40421_lociStitched	chr20	419194	420349	2	1052	1617.3465	7236	0
2_HSPC_H3K27Ac_peak_1475_lociStitched	chr1	32856180	32857445	2	580	1617.3025	7237	0
2_HSPC_H3K27Ac_peak_18389_lociStitched	chr13	51814937	51816734	2	1133	1616.2218	7238	0
1_HSPC_H3K27Ac_peak_33120_lociStitched	chr19	20162436	20163685	1	1250	1615.7064	7239	0
2_HSPC_H3K27Ac_peak_27906_lociStitched	chr17	32740379	32741521	2	863	1615.7016	7240	0
1_HSPC_H3K27Ac_peak_38120_lociStitched	chr2	131148103	131149448	1	1346	1615.614	7241	0
1_HSPC_H3K27Ac_peak_18212_lociStitched	chr13	48507314	48508672	1	1359	1615.0694	7242	0
2_HSPC_H3K27Ac_peak_6013_lociStitched	chr1	207709191	207710937	2	1118	1615.05	7243	0
2_HSPC_H3K27Ac_peak_61870_lociStitched	chr7	101427827	101440594	2	868	1615.0255	7244	0
2_HSPC_H3K27Ac_peak_1764_lociStitched	chr1	40299018	40312052	2	582	1614.9126	7245	0
2_HSPC_H3K27Ac_peak_62706_lociStitched	chr7	141675587	141679444	2	846	1614.5402	7246	0
2_HSPC_H3K27Ac_peak_5332_lociStitched	chr1	182858294	182859794	2	1371	1614.15	7247	0
2_HSPC_H3K27Ac_peak_36586_lociStitched	chr2	68614276	68615499	2	938	1613.9931	7248	0
3_HSPC_H3K27Ac_peak_62282_lociStitched	chr7	127460382	127473797	3	879	1613.8245	7249	0
2_HSPC_H3K27Ac_peak_12947_lociStitched	chr11	93868032	93870490	2	729	1613.4312	7250	0
3_HSPC_H3K27Ac_peak_53812_lociStitched	chr5	102446557	102448433	3	882	1613.36	7251	0
3_HSPC_H3K27Ac_peak_69365_lociStitched	chrX	2807269	2816742	3	1354	1613.2519	7252	0
2_HSPC_H3K27Ac_peak_43873_lociStitched	chr22	30555940	30558420	2	923	1613.24	7253	0
2_HSPC_H3K27Ac_peak_24485_lociStitched	chr16	15465820	15467226	2	1045	1612.8226	7254	0
2_HSPC_H3K27Ac_peak_7250_lociStitched	chr10	3870502	3872085	2	1234	1612.7604	7255	0
2_HSPC_H3K27Ac_peak_17497_lociStitched	chr13	20239056	20251886	2	596	1612.731	7256	0
2_HSPC_H3K27Ac_peak_287_lociStitched	chr1	7708670	7709766	2	864	1612.3256	7257	0
3_HSPC_H3K27Ac_peak_10743_lociStitched	chr11	8709670	8710929	3	926	1612.1495	7258	0
3_HSPC_H3K27Ac_peak_66276_lociStitched	chr9	19456591	19472273	3	977	1612.1096	7259	0
2_HSPC_H3K27Ac_peak_843_lociStitched	chr1	21318933	21324353	2	617	1611.908	7260	0
2_HSPC_H3K27Ac_peak_58319_lociStitched	chr6	111426604	111435222	2	709	1611.566	7261	0
2_HSPC_H3K27Ac_peak_35645_lociStitched	chr2	36668337	36679084	2	847	1610.9753	7262	0
2_HSPC_H3K27Ac_peak_54894_lociStitched	chr5	153576565	153577737	2	851	1610.7968	7263	0
2_HSPC_H3K27Ac_peak_42806_lociStitched	chr21	39235059	39238484	2	782	1610.435	7264	0
3_HSPC_H3K27Ac_peak_63473_lociStitched	chr8	19614417	19624908	3	968	1610.3685	7265	0
1_HSPC_H3K27Ac_peak_8944_lociStitched	chr10	75949471	75950659	1	1189	1610.334	7266	0
2_HSPC_H3K27Ac_peak_44104_lociStitched	chr22	36889574	36890596	2	933	1610.161	7267	0
2_HSPC_H3K27Ac_peak_26660_lociStitched	chr17	1508185	1510950	2	1142	1610.0595	7268	0
1_HSPC_H3K27Ac_peak_6967_lociStitched	chr1	244387956	244388890	1	935	1609.6556	7269	0
2_HSPC_H3K27Ac_peak_55089_lociStitched	chr5	169195465	169206618	2	514	1609.3779	7270	0
3_HSPC_H3K27Ac_peak_59348_lociStitched	chr6	158050222	158053039	3	808	1609.3521	7271	0
2_HSPC_H3K27Ac_peak_68592_lociStitched	chr9	131964895	131971141	2	885	1608.9696	7272	0
2_HSPC_H3K27Ac_peak_23490_lociStitched	chr15	91323548	91324898	2	1245	1608.66	7273	0
2_HSPC_H3K27Ac_peak_54115_lociStitched	chr5	128262779	128264063	2	1055	1608.3384	7274	0
3_HSPC_H3K27Ac_peak_36779_lociStitched	chr2	72160794	72162433	3	1100	1607.6951	7275	0
3_HSPC_H3K27Ac_peak_67519_lociStitched	chr9	97567087	97569021	3	1348	1607.5408	7276	0
2_HSPC_H3K27Ac_peak_20542_lociStitched	chr14	77813328	77814809	2	1094	1607.4774	7277	0
3_HSPC_H3K27Ac_peak_28841_lociStitched	chr17	53644316	53655295	3	1213	1607.3256	7278	0
2_HSPC_H3K27Ac_peak_40508_lociStitched	chr20	1878485	1879248	2	627	1607.1069	7279	0
2_HSPC_H3K27Ac_peak_43648_lociStitched	chr22	24699374	24701435	2	927	1606.5495	7280	0
2_HSPC_H3K27Ac_peak_57651_lociStitched	chr6	53105983	53109717	2	677	1606.3668	7281	0
2_HSPC_H3K27Ac_peak_46837_lociStitched	chr3	72667404	72668545	2	986	1606.2998	7282	0
2_HSPC_H3K27Ac_peak_4523_lociStitched	chr1	157117899	157125009	2	789	1606.149	7283	0
1_HSPC_H3K27Ac_peak_25312_lociStitched	chr16	46776633	46777749	1	1117	1605.924	7284	0
1_HSPC_H3K27Ac_peak_27089_lociStitched	chr17	8775637	8776628	1	992	1605.6182	7285	0
3_HSPC_H3K27Ac_peak_44398_lociStitched	chr22	40929988	40931914	3	1409	1605.321	7286	0
2_HSPC_H3K27Ac_peak_55721_lociStitched	chr6	5270379	5280813	2	479	1604.7492	7287	0
3_HSPC_H3K27Ac_peak_9000_lociStitched	chr10	77529707	77532512	3	1146	1603.338	7288	0
4_HSPC_H3K27Ac_peak_70428_lociStitched	chrX	78514300	78516076	4	1204	1603.1952	7289	0
2_HSPC_H3K27Ac_peak_29670_lociStitched	chr17	73854513	73855331	2	535	1603.1164	7290	0
2_HSPC_H3K27Ac_peak_4709_lociStitched	chr1	161074323	161082418	2	484	1602.81	7291	0
3_HSPC_H3K27Ac_peak_69893_lociStitched	chrX	44748265	44758232	3	1195	1602.6936	7292	0
2_HSPC_H3K27Ac_peak_65644_lociStitched	chr8	134132152	134142876	2	658	1602.1656	7293	0
3_HSPC_H3K27Ac_peak_66412_lociStitched	chr9	33080721	33082471	3	1136	1602.125	7294	0
2_HSPC_H3K27Ac_peak_27235_lociStitched	chr17	15830880	15832138	2	923	1601.5598	7295	0
2_HSPC_H3K27Ac_peak_3554_lociStitched	chr1	115604867	115606463	2	1298	1600.3092	7296	0
2_HSPC_H3K27Ac_peak_55427_lociStitched	chr5	178995892	178997585	2	1094	1600.0543	7297	0
3_HSPC_H3K27Ac_peak_29958_lociStitched	chr17	78610434	78623777	3	761	1599.8257	7298	0
3_HSPC_H3K27Ac_peak_40436_lociStitched	chr20	695358	709206	3	664	1599.444	7299	0
2_HSPC_H3K27Ac_peak_44737_lociStitched	chr22	49879385	49888273	2	1048	1598.9512	7300	0
2_HSPC_H3K27Ac_peak_48940_lociStitched	chr3	185676922	185678382	2	1318	1598.846	7301	0
4_HSPC_H3K27Ac_peak_48893_lociStitched	chr3	184769268	184778784	4	1166	1598.688	7302	0
2_HSPC_H3K27Ac_peak_46797_lociStitched	chr3	72184357	72190892	2	743	1598.461	7303	0
2_HSPC_H3K27Ac_peak_20691_lociStitched	chr14	89669757	89678989	2	481	1598.0592	7304	0
2_HSPC_H3K27Ac_peak_34617_lociStitched	chr19	56028507	56037979	2	837	1597.9264	7305	0
2_HSPC_H3K27Ac_peak_47882_lociStitched	chr3	138444659	138445818	2	990	1597.9133	7306	0
2_HSPC_H3K27Ac_peak_31348_lociStitched	chr18	60822560	60829146	2	953	1597.7636	7307	0
3_HSPC_H3K27Ac_peak_45145_lociStitched	chr3	12851430	12859273	3	912	1597.6191	7308	0
3_HSPC_H3K27Ac_peak_24569_lociStitched	chr16	17316915	17319330	3	1144	1596.798	7309	0
3_HSPC_H3K27Ac_peak_26051_lociStitched	chr16	75661133	75662583	3	1037	1596.595	7310	0
2_HSPC_H3K27Ac_peak_61932_lociStitched	chr7	102274529	102275826	2	1023	1596.3476	7311	0
2_HSPC_H3K27Ac_peak_28741_lociStitched	chr17	48217535	48218754	2	1003	1596.1586	7312	0
2_HSPC_H3K27Ac_peak_31093_lociStitched	chr18	46297920	46308622	2	861	1595.6682	7313	0
2_HSPC_H3K27Ac_peak_7168_lociStitched	chr1	249183824	249185212	2	1276	1595.6448	7314	0
2_HSPC_H3K27Ac_peak_59306_lociStitched	chr6	157309525	157316054	2	412	1595.0347	7315	0
3_HSPC_H3K27Ac_peak_66173_lociStitched	chr9	6889462	6894779	3	1059	1594.5683	7316	0
2_HSPC_H3K27Ac_peak_24604_lociStitched	chr16	18460301	18461778	2	902	1594.4215	7317	0
1_HSPC_H3K27Ac_peak_20304_lociStitched	chr14	71787145	71788278	1	1134	1594.2443	7318	0
3_HSPC_H3K27Ac_peak_61614_lociStitched	chr7	92052311	92054050	3	1288	1593.7935	7319	0
2_HSPC_H3K27Ac_peak_24602_lociStitched	chr16	18420234	18421619	2	1052	1593.4425	7320	0
2_HSPC_H3K27Ac_peak_55102_lociStitched	chr5	169539858	169541208	2	1008	1593.27	7321	0
2_HSPC_H3K27Ac_peak_30526_lociStitched	chr18	10305170	10315563	2	794	1593.2469	7322	0
2_HSPC_H3K27Ac_peak_14110_lociStitched	chr12	4543600	4544925	2	1039	1593.18	7323	0
2_HSPC_H3K27Ac_peak_11403_lociStitched	chr11	46121459	46128615	2	699	1592.9256	7324	0
2_HSPC_H3K27Ac_peak_21102_lociStitched	chr14	102560620	102573141	2	590	1592.6712	7325	0
3_HSPC_H3K27Ac_peak_35722_lociStitched	chr2	38138396	38146872	3	977	1592.6404	7326	0
1_HSPC_H3K27Ac_peak_23278_lociStitched	chr15	85176473	85177361	1	889	1591.6512	7327	0
2_HSPC_H3K27Ac_peak_24989_lociStitched	chr16	29054032	29055490	2	1021	1591.407	7328	0
2_HSPC_H3K27Ac_peak_38622_lociStitched	chr2	163773881	163785704	2	708	1591.3758	7329	0
2_HSPC_H3K27Ac_peak_15028_lociStitched	chr12	42325852	42326868	2	895	1590.9544	7330	0
2_HSPC_H3K27Ac_peak_23676_lociStitched	chr15	99046755	99047921	2	761	1590.8904	7331	0
3_HSPC_H3K27Ac_peak_56359_lociStitched	chr6	20655550	20659229	3	770	1590.7996	7332	0
3_HSPC_H3K27Ac_peak_49747_lociStitched	chr4	14865977	14879630	3	989	1590.5745	7333	0
3_HSPC_H3K27Ac_peak_5401_lociStitched	chr1	184795197	184808329	3	715	1590.2852	7334	0
3_HSPC_H3K27Ac_peak_70246_lociStitched	chrX	65266363	65274667	3	802	1590.216	7335	0
2_HSPC_H3K27Ac_peak_3130_lociStitched	chr1	95067488	95069164	2	919	1589.8536	7336	0
2_HSPC_H3K27Ac_peak_11005_lociStitched	chr11	18109912	18111834	2	1291	1589.494	7337	0
2_HSPC_H3K27Ac_peak_15724_lociStitched	chr12	58287707	58293290	2	759	1589.4801	7338	0
2_HSPC_H3K27Ac_peak_6875_lociStitched	chr1	239427282	239439944	2	860	1589.081	7339	0
4_HSPC_H3K27Ac_peak_69752_lociStitched	chrX	38867535	38879554	4	1437	1588.9118	7340	0
2_HSPC_H3K27Ac_peak_43454_lociStitched	chr22	21189819	21191176	2	1116	1588.9113	7341	0
2_HSPC_H3K27Ac_peak_29992_lociStitched	chr17	78942760	78944055	2	1157	1588.5765	7342	0
1_HSPC_H3K27Ac_peak_44320_lociStitched	chr22	39807906	39808572	1	667	1588.4766	7343	0
2_HSPC_H3K27Ac_peak_42488_lociStitched	chr21	27935690	27938069	2	685	1588.4583	7344	0
2_HSPC_H3K27Ac_peak_49685_lociStitched	chr4	10035160	10047164	2	735	1588.1292	7345	0
2_HSPC_H3K27Ac_peak_48437_lociStitched	chr3	161455164	161463244	2	1069	1587.72	7346	0
1_HSPC_H3K27Ac_peak_46685_lociStitched	chr3	69107229	69108484	1	1256	1587.7005	7347	0
2_HSPC_H3K27Ac_peak_52639_lociStitched	chr5	39461233	39470485	2	688	1587.6432	7348	0
2_HSPC_H3K27Ac_peak_5582_lociStitched	chr1	198222786	198234657	2	751	1587.1527	7349	0
4_HSPC_H3K27Ac_peak_5720_lociStitched	chr1	201553829	201563134	4	951	1586.5025	7350	0
2_HSPC_H3K27Ac_peak_32430_lociStitched	chr19	11314824	11316298	2	1138	1586.1714	7351	0
3_HSPC_H3K27Ac_peak_53762_lociStitched	chr5	100042916	100045110	3	1133	1586.0426	7352	0
2_HSPC_H3K27Ac_peak_49050_lociStitched	chr3	188691845	188693497	2	1206	1585.4244	7353	0
3_HSPC_H3K27Ac_peak_14104_lociStitched	chr12	4397847	4399125	3	821	1585.2312	7354	0
3_HSPC_H3K27Ac_peak_25102_lociStitched	chr16	30177382	30178682	3	860	1585.09	7355	0
2_HSPC_H3K27Ac_peak_39141_lociStitched	chr2	191333173	191343085	2	616	1584.9288	7356	0
2_HSPC_H3K27Ac_peak_43805_lociStitched	chr22	29562847	29564173	2	1086	1584.4374	7357	0
